sent_id	img_id	txt_caption
5445	n5L4sXAA4q33jJX7	A blond woman with a purse.
5446	G8VUu8vjXeZj0HpU	A red tractor with dirty wheels slightly turning left.
5447	5_V5TahqSjDrHQuc	A lamb in a grassy field.
5448	ELpFL1pBvw4Lq6at	Two rescue men pulling an inflatable carrying some people and a dog over flood water.
5449	72Y2Wtkh4QQOJHU-	There is a kitty into the doll house.
5450	pISy8_IHNDIcV_iB	A man wearing a blue tie with tattoos and a white shirt.
5451	HoEyQrhZ5bVVJ0K1	A person walking away down sidewalk with lighted art also acting as a roof.
5452	sVR1DmyXpwasE2k9	A boy stands holding an object in a Zelda tshirt.
5453	h7acnYRgnsXdO2Ue	A red and white yacht floats along the water.
5454	-gqRDDfPZTGlCfJa	Two tall skyscrapers tower above a crowded city of smaller buildings.
5455	dV6euYSm_qAVbrrG	A woman wearing geisha garb.
5456	_7sBR72w4iSqHxju	A view of a row of terraced houses from the back and a car parked in the alley way.
5457	-RdOvyr6i6B4yFlT	A woman is holding a baby in her arms.
5458	87V3oq9XplMCC3st	The two men are talking with a man dressed in blue.
5459	6e3OOBOz0U2yUPw2	Two women and two men stand together.
5460	L6J8-UrDnrs7UmwR	A woman posing in a white dress.
5461	0QN4zr0nSLk-rwlU	An automobile magazine feature a red car on the cover.
5462	2yJU6VenVbAEaMAU	Two men talk during a presentation.
5463	_0qbmWGG32UcO1j2	Three man and two women who are dressed in vintage cowboy/girl attire, stand talking and drinking at a bar.
5464	r6xBYGJI_zhg5Z2f	A little boy wearing dark brown shorts, a dark blue shirt, and a white helmet sitting on a red four wheeler.
5465	5_m9PxtDKA14TC6O	Dogs playing in an outdoor fountain.
5466	OLZLesitgFjtvArP	A person looking at a purse.
5467	yOLyzFWerp0KPGQt	A deer on the road side.
5468	iowCJCuX1p_6QS0L	A small yellow sailboat sits on the deck of a house.
5469	jDDk4WiDK8QYL0EV	Two children feeding some cows in a field.
5470	Hp58DhkoKG8laZ9d	An empty restaurant with the lights on.
5471	KCtYCwWpL66Gv0jZ	The engine of a car removed from the car and placed on the ground.
5472	_tpe211yS_HZzaLn	A huge crowd enjoying in a sports stadium.
5473	3tuOcF7tB7uZgf5F	A photo of a woman wearing a purple dress holding a handkerchief.
5474	GyhyDshZ4HsGmX3E	A tall monument stands on a grass field.
5475	jEcgxcevxDC0sQPZ	An autographed picture card showing a sportsman in striped clothing.
5476	x9Ac5HMkPtFTjnDH	A group of men dressed in white uniforms on a field.
5477	ewwzNe_foX6-xdKO	An enclosed patio with stripped furniture.
5478	2gylG8nEP-Uhwu0c	Two people are performing on a dancefloor.
5479	ZyWTanHI-F-Rafcc	There is a row of cows and their calves standing in a field.
5480	kcXAQTd_85PcoiaR	A top-down view of a model brain, with numbers to show different parts of the brain.
5481	SuUx24sL_SshRQ3c	Football player diving towards another player with the ball.
5482	Jgp2YznSCAaU2NJp	A deer stands in front of a tree and underbrush.
5483	K_bCojpSxKw4gmlh	An animal appears alert while lying on a surface.
5484	FkAprhxGEViLFSjd	A person swims whilst wearing goggles and a blue and white swimming cap.
5485	mBJjuuB0ukfKmnRH	Two males both holding the tail of large grey snake on grassland.
5486	0Dk6OeEi7p55E1PD	A top down shot of a lady holding a new born.
5487	hToyeQz2BXxO3eUN	An image of various animals.
5488	u1vh6J90Ni4taN-U	There are three players of Seattle holding their hands.
5489	Yo_ujaHaA1gcd_JH	Three dark-haired men making funny faces and pulling their earlobes forward.
5490	GpsEPUTSvLsQ8r_7	A man that is taking care of a lion.
5491	9_xloOlyVeSyJFN9	Friends posing for a photo shot.
5492	kgmo2N8z_SOebwy5	A bunch of people holding champagne glasses.
5493	DwndtEKRysssrYIC	A classroom with a chair.
5494	6g9I3j9mLboJ52g0	A man with funny face by pulling his tongue out.
5495	4lVmUXMcKpZOVKL5	A empty red Buddhist temple.
5496	F5xpN1YCKwguAP-8	A picture of two minors in a cave.
5497	VD67ka8FjOX0WzsZ	A building with stairs leading up to it and trees in the foreground and background.
5498	wu5q_sHzwxkkRTvU	Combined black and white and color photo of a group of people standing behind yellow caution tape.
5499	nPRhAsDikylEWrXH	A rifle is propped up outside.
5500	u1vh6J90Ni4taN-U	Baseball players high fiveing each other.
5501	oiFitqiV4AHdaHEF	A wooden door with stained, colored glass panels.
5502	2CJxF38F_Qgg6Fhi	A cowboy wearing a hat.
5503	GGBPe-YYqlM6FaWd	Close up of a man's face wearing sunglasses.
5504	dWX45rH7fzy7tPlU	Two men in black suits stand with two women in formal dresses.
5505	4lVmUXMcKpZOVKL5	A room with red columns contains very little furniture.
5506	22FQNMXGMRzny9N8	Jellyfish ride the current in the sea.
5507	FbBJDR2BOj0fcmya	There is a white boat on an expanse of water.
5508	dzRqR9TToY0b2wCG	A man in blue shirt watching the scene.
5509	d0pY-9JH6Hwfd4qW	A baby with a stuffed bunny.
5510	xxiQAQCoCVIXo7Q-	A beautiful portrait of a hand holding a long stem rose.
5511	RpS598VV6NWYEJHw	A black-and-white picture of a populated city street during the day.
5512	2DCX0Z6ZxX_y9ZGb	A seal giving a pose for the photo while relaxing.
5513	KLkuSO1xX486UQFE	A police car sits alongside a colonial-looking brick building.
5514	RCurPwiXXPRLJdcT	A woman with blonde hair with some equipment strapped to her back hoovering some curtains.
5515	wz1ZB_4iJp67DvMO	A woman with a blue scarf at night by a busy road.
5516	vPoOI6rDotf57GCr	A man is dodging a bull.
5517	rVjT65ppmEsjfhTC	A man and woman in red costumes.
5518	jp1eHxqeqzEH5v7y	A person near a fire holding a stick with food on it and a dog behind them in the snow.
5519	47on_tr5XWQX53s_	A woman stands in a white shirt and khaki pants.
5520	fbw6no9xOlVRk1h-	A picture of a finger poking the soil of a potted plant.
5521	C4EBSg47sAISHOsa	Several chairs around a table with a painting on the wall.
5522	22FQNMXGMRzny9N8	An underwater view of a pink frilled jellyfish with dark red spots.
5523	MzzBmJUigUgy2gLn	Two men in straw hats cooking meat.
5524	4Y32B7ichgZ6GXEW	A large, terrifying bee hive.
5525	mYT-AErlJmVRopT1	A group of baseball players on a baseball field.
5526	XK-a4ppP3vZ3iniw	A bunch of people in front of four colorful buildings that are side by side.
5527	v-gIFzq95HoF_vET	A woman with long dark blonde hair, in a shiny top and a jacket, looking straight ahead.
5528	OT3-eGaFQPMg-1O9	A bed with red and orange bedding is shown in a room.
5529	MQmGtBrjOdJ8CaGQ	Stairs leading up to some strange structures.
5530	m8rMaTiC3DC0IMqT	Two helicopters fly above a metropolitan area.
5531	NODyjZb8n4Ask6B6	A man in a bathroom taking a selfie.
5532	fbBZM79di1ALbby5	A picture of a populated street in the city during the day.
5533	BDLocxexFnkPR9g7	A man speaks into a microphone.
5534	U9PV9-BlkIgYaQYQ	A woman riding a jet ski.
5535	QMGeVaRSfHI-QU31	A grassy mountain top with a scattering of snow, with a mountain range in the background.
5536	sHQLsn5eiULBF7lA	A man and a woman in wedding attire stand on a stage with another man seated in the background.
5537	wX_1HkA3W92sVUtd	A tropical market with vendors and children sitting and standing behind the fruit for sale.
5538	tPBroy9dZTmbtt2l	A black Toyota car and another car.
5539	Euy4NUBVkBPtRYQ4	A young dog on a lead sat on a cat.
5540	3uzDvGXFTasoWZps	Men from two teams together on a field shaking hands.
5541	-o3aEcUpE_5NIKNP	A women with an orange shirt standing.
5542	vwseyfLQmt18COar	Old ruins, possibly an old castle or another building.
5543	aJTriLKMLUEw3-xr	A gecko climbing the wall by a cord.
5544	DW_oe5zWlATkCNLv	A picture of naked people skinny dipping.
5545	sxufX6V67QiGWqGA	A wooden cabinet door with dust on it.
5546	fcvLC-JCXwNE6E6S	A tropical bird with a yellow and red beak is perched on a branch.
5547	wRThtYTS4y4MuqZh	A pair of hands holding several potatoes.
5548	dE1gX7Cn3e6BFvdL	A group of rocks are strapped together.
5549	GUIs3KTw5tDYxKyk	A beautifully landscaped yard, behind a brick house.
5550	nEnp2iLWSPCOieKr	A large lorry parked next to other trucks, tall buildings are in view in the background.
5551	4AxZou-8g7EO2Ovg	A young girl looks out of a window with her hands dangling out.
5552	naJ6SEXq9MNBOBuk	A picture of business people standing by a chart.
5553	tlK-RjjR5Q66EKhK	A man holds a paper with a cartoon in front of himself.
5554	dvYH72SQIrkcM7Yk	A boy with a hat posing in the middle of a crowded gym.
5555	5_V5TahqSjDrHQuc	A happy sheep standing in a field getting some sun.
5556	dAY-DYFoFh9I0tZA	A group of children playing with four adults in a room filled with toys.
5557	-RdOvyr6i6B4yFlT	A woman holding a baby is looking at the child with a tired expression.
5558	eNCRwZWXRc6zIBTD	A large building with a parking lot, cars and trees in front of it.
5559	N9LL8nrfx-GYmsNW	A yellow helicopter flying in the sky.
5560	p-5JBYhIjzCTqUCV	Several people sitting at two long tables eating a meal.
5561	D_7z7CW2n44dE8oM	"A black truck with ""SIGGIBILT"" written across the side in yellow letters makes its way up some muddy terrain."
5562	G8VUu8vjXeZj0HpU	There is a tractor in the middle of the desert.
5563	BF-lA4iOtcmXDJRt	Three guys up front in uniforms , one guy in a yellow shirt is throwing a ball , with people sitting down in the back.
5564	GVk6N8g23DB9bl7q	A woman with an intense expression at the center of a football huddle, her hands held forward and covered by the hands of several players.
5565	eb3sxdjI73GQrRW5	Three women staring at something.
5566	56qZnrVS3CzBG9Rs	Weight room containing several pieces of gym equipment as well as an exercise mat.
5567	TvfuviGNEMV-Np2T	A couple of birds are in the mating process.
5568	ggQkfLqay8vMzl0C	Men in high visibility jackets push metal objects into a cargo container.
5569	IrwG0sPfWI3Q3p44	People are lined up against buildings.
5570	c9dTpNDqos9qdMQm	A group of people from different culture having a get together.
5571	-CGYi2sEOO6GuRDK	A smiling cashier hands a man a receipt.
5572	V0-VevAUsN1y1pfc	A picture of a man in a blue shirt and jeans standing on the road next to a white and black truck.
5573	QsGY8V9E2i6_fNdp	A passenger ferry sails across the water.
5574	91FRy-UftwmLSCxd	A group of people stand together outside a railway station, they are looking to the left like they are waiting to cross a road.
5575	z2GUT2K2Xagn9j-A	Two women wearing headscarves and long dresses in front of a pyramid shaped vegetation covered structure.
5576	6JbqsR-djksUnnKf	Four palm trees in front of an ocean.
5577	95TeRjcrRJFh0K0f	Two men are outside talking on a bright day.
5578	iZfJ_ZrE-Sx4vet7	A group of people pose in cowboy attire with a woman dressed as an Indian.
5579	56qZnrVS3CzBG9Rs	An empty gym with exercise machinery.
5580	wScfxwSFTj4cR0oc	A suburban house with a lawn, hedge and white picket fence.
5581	WB2LrglktXazW5Xh	A man wearing a suit and hat holds a bottle and points at a little boy is floating away holding some balloons.
5582	s-gRCWW-jyFVvO9G	A stage with two doll-like statues of ladies in pink dresses, with no mouths.
5583	qQFTlUvVx8yJ_pXj	A room with windows and two chairs.
5584	Hqkxal3bLK8STqGq	A group of people in the big white ship and boat on the other side.
5585	ewdD-SUDAKmLwHdu	There are two young women with flowers in their hands.
5586	Sxw0VasGo5bJY8Gg	A person in a motor boat and green trees on the other side.
5587	eqN4E77GcntgJBlZ	Some type of a motorized vehicle is sitting in a showroom.
5588	DEPd_dREhGWbmuXL	A large statue of a woman holding a torch to the sky in her right hand, in her left is a set of tablets, at the base of the statue is a red and white boat and the place is surrounded by palm trees.
5589	DEPd_dREhGWbmuXL	The statue of liberty seen between palms.
5590	iwDAS2rBe54XQ5Kw	A woman dressed in orange sitting on an exercises machine.
5591	Cx88SRdHSluuQvsR	A black car is on a mountain road.
5592	RDoxm_sjkO6p-jfU	A man in sports wear and a lady in a pink suit.
5593	kQf_XtActxLsdRe3	A woman standing in the woods with a suitcase and a guitar.
5594	XBZPztvt67qkMUdI	A guy just trying to eat his meal in piece.
5595	vKCQxt8ZFztHzsq1	A woman with long black hair wearing a red dress with a plunging neckline stands on a red carpet in front of a movie poster.
5596	dE1gX7Cn3e6BFvdL	A pile of four flat stone slabs, on top of one another and bound by two brown tapes, with more rocks behind them and to the side.
5597	O-s0jsOQq3R1p5yj	A female soldier walks hand in hand with two young children.
5598	GiJweRyC-voyL2yC	Close-up of a purple flower spike, growing out of doors.
5599	hToyeQz2BXxO3eUN	Two lions devouring a carcass in an field.
5600	WyXS2ZBExaHK8LT3	Four rhinos graze on grass.
5601	FhwdAJ46w3nyp8TX	A view of the outside of a building with turquoise colored walls.
5602	WyXS2ZBExaHK8LT3	A rhino is eating grass, while four other rhinos are near him.
5603	apBZKlXHeGlQTpKn	A person cycles along a coastal path on a bright day.
5604	rum2u9eVmyoiY55g	A woman in a bright yellow shirt and red shorts holding a can of soft drink.
5605	tN9jwZI71faikXNs	A view of a river and some sailing boats and a mountain in the background against a blue sky.
5606	upSwJUA8d4S3ORW7	A woman in a green and yellow outfit is holding an umbrella.
5607	56qZnrVS3CzBG9Rs	A gym room with a low ceiling, full of fitness equipment, including weight benches and Treadmills.
5608	yRhC2N0-AbC-jJ2T	Four women and a little girl sitting on the step of a doorway with large red wooden doors behind them.
5609	ZxdcmWLIlpwrNyhB	Two men in camo in and orange open top jeep in front of an airplane.
5610	h4_qp9Ph1Fyjq7ww	Man wearing dark shorts in a stance as to being in a fight or being a boxer.
5611	jpJwZlca5QSM9Hza	There is a woman in green talking to a mic.
5612	3ajRqgoS1O3Sb9pK	A man with leather trousers, no top and a black hat standing next to a guitar.
5613	GeLge357U-TfXY-m	A smartly dressed women poses for a photo.
5614	xYT84L86euCXXL6e	A grouping of headstones in a graveyard.
5615	43YHETgWn13r2wLo	A woman in lingerie and high heels poses on a staircase.
5616	fzxdO6iV5IvhCoUc	A crap is walking on the beach.
5617	ss-3P9ZtjE0tJQ-2	A car is inside a garage being fixed by a person.
5618	IBmkdUG-FlV7exMg	A view of a statue of a man jumping with the sea and buildings in the background.
5619	Ryf3VDz_6GFtbm6C	A white living room with brown shelves.
5620	06AJq-FNnpK6TwFx	Group of Asian girls standing and kneeling in tracksuits holding a trophy.
5621	KrPwEtrvUBCAvm93	A man dribbles a ball while another man watches.
5622	WK7aGptWbqXWtSDb	A man wearing a black, red, and white jacket zipped halfway down looking at the camera.
5623	uIZXDEMympWdjKbn	A big yellow construction truck lowering something down.
5624	McHLjv507kvAKitM	A track winds its way through a wooded area whose leaves are showing autumn color.
5625	BBnwJtRgh_NiJglr	A woman skating with three children.
5626	a18wAfndRuosGesq	Three women in black outfits standing in a row.
5627	v5qWVuPAVFIxU4ek	There are some rocks near the cliff.
5628	4U7OnXftrQUXbSwZ	A picture of ancient ruins in Malta, trees can be seen in the background and the sky is blue.
5629	N0rLuA36mXmVnn9w	Four chairs and a table near some grass.
5630	orKuhLthtTB2h6pC	Military personnel walking past a line of soldiers as one holds a poster.
5631	_0PT_n46RGq0-VvD	A view of a grave and tributes.
5632	h-96q7tFLvs-26Ni	A woman in a yellow dress.
5633	q3ZRvgtXn_fP4pcV	A penny farthing is parked on the street outside a car sales shop.
5634	4ejQP5inSSWr2qNp	A green army tank driving through a field.
5635	SZJOJ7-XNDhh51LJ	A beach resort with people tanning.
5636	a8pCIS0qXCVJ2rbh	A man shaking the hand of another in front of a group of people.
5637	ze79bqwwFvdWabwN	Two men, one in a white t-shirt and glasses and the other a red and black striped top, are sitting behind a table eating food.
5638	0Dk6OeEi7p55E1PD	An aerial view of a woman holding a baby, the baby is in a white and blue blanket, the woman is in a flower print top and glasses.
5639	HrBRFEad_w9Q9uWM	A class at school having their class picture taken.
5640	1t4isnCtAAUa1Jk4	A person having fun in the snow.
5641	i12ZPhvVDF2M9iq1	Two young elephants, one older than the other, amongst dry African grass.
5642	98f-c6RC0cXZzDZU	A beautifully landscaped courtyard with tall hedges and statues.
5643	xBG5ce2ynV8_4atM	A woman in pink, whom is in front of some buildings, is standing on her hands while balancing and pointing a bow and arrow at something.
5644	5mgN-iPZdKi6JSMx	An airplane flying out of a cloud.
5645	X_bfFcY7QAK4VCta	A man wearing skis, is suspended high in the sky, by a parachute, over a panoramic, wide-angle view of a city.
